Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
22,Drought,CLOV,R1,G-50,T90,0,11.75516195,1.124001363,0.84923143,0.574461497,0.500025587,0.425589678,0.378068047,0.330546415,0.284940604,0.239334793,0.246412762,0.253490732,0.260568701,0.232640449,0.204712196,0.201993749,0.199275302,0.196556855,0.193838408,0.189853072,0.185867735,0.181882399,0.171977785,0.162073171,0.152168556,0.142263942,0.136947345,0.131630748,0.126314151,0.121342654,0.116371157,0.11139966,0.106428163,0.103667082,0.100906,0.098144919,0.096660488,0.095176057,0.093691626,0.092207195,0.090722763,0.089238332,0.087753901,0.087753901,0.087753901,0.087753901,0.087753901,0.087753901,0.087753901,0.087753901,0.084377812,0.081001724,0.077625635,0.074249547,0.070873458,0.067497369,0.064121281,0.06337633,0.06263138,0.06188643,0.061141479,0.060396529,0.059651578,0.058906628,0.058350729,0.057794831,0.057238932,0.056683034,0.056127135,0.055571237,0.055015338,0.05445944,0.053903541,0.053347643,0.052595052,0.051842462,0.051089872,0.050337282,0.049584692,0.048832102,0.048079512,0.046636417,0.045193323,0.043750229,0.042307134,0.04086404,0.039420946,0.037977851,0.038241631,0.038505411,0.03876919,0.03903297,0.03929675,0.039560529,0.039824309,0.039473025,0.039121741,0.038770457,0.038419173,0.038067889,0.037716605,0.037365321,0.037342879,0.037320436,0.037297993,0.03727555,0.037253108,0.037230665,0.037208222,0.036666666,0.036125109,0.035583553,0.035041996,0.03450044,0.033958884,0.033417327,0.032875771,0.032334214,0.032555728,0.032112701,0.031891188,0.031669675,0.031448161,0.031226648,0.031005135,0.030783622,0.030562109,0.030340595,0.030119082,0.029676056,0.029942571,0.02940954,0.029143025,0.02887651,0.028609994,0.028343479,0.027810448,0.027378076,0.026945703,0.026513331,0.026080959,0.025648587,0.025216214,0.024783842,0.02435147,0.024195741,0.024040012,0.023884283,0.023728554,0.023572825,0.023417096,0.023261366,0.023105637,0.023280142,0.023454646,0.02362915,0.023803654,0.023978158,0.024152662,0.024327167,0.024247984,0.024168802,0.02408962,0.024010438,0.023931255,0.023852073,0.023772891,0.023693709,0.023614526,0.023535344,0.023456162,0.02337698,0.023297797,0.023115951,0.022934104,0.022752258,0.022570411,0.022388565,0.022206718,0.022024872,0.021843025,0.021661179,0.021479332,0.021297486,0.02111564,0.020933793,0.020751947,0.0205701,0.020388254,0.020206407,0.020024561,0.019842714,0.019660868
24,Drought,CLOV,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Drought,NONE,R1,G-50,T90,0,12.91502583,0.827004278,0.642522214,0.45804015,0.412164182,0.366288213,0.321643563,0.276998913,0.233112714,0.189226515,0.195145523,0.201064531,0.206983539,0.177915864,0.148848189,0.146053074,0.143257958,0.140462842,0.137667726,0.135178812,0.132689897,0.130200983,0.12208539,0.113969798,0.105854205,0.097738613,0.095423287,0.093107962,0.090792636,0.087782184,0.084771732,0.08176128,0.078750828,0.074027171,0.069303515,0.064579858,0.064585137,0.064590416,0.064595696,0.064600975,0.064606255,0.064611534,0.064616813,0.064616813,0.064616813,0.064616813,0.064616813,0.064616813,0.064616813,0.064616813,0.06190131,0.059185807,0.056470304,0.0537548,0.051039297,0.048323794,0.045608291,0.045058331,0.044508371,0.043958411,0.043408451,0.042858491,0.042308531,0.041758572,0.041736412,0.041714252,0.041692092,0.041669932,0.041647772,0.041625612,0.041603452,0.041581292,0.041559132,0.041536972,0.041175594,0.040814216,0.040452838,0.040091461,0.039730083,0.039368705,0.039007327,0.037946078,0.036884829,0.035823579,0.03476233,0.033701081,0.032639831,0.031578582,0.031986305,0.032394029,0.032801753,0.033209476,0.0336172,0.034024924,0.034432647,0.033874487,0.033316326,0.032758166,0.032200005,0.031641845,0.031083684,0.030525523,0.03067321,0.030820897,0.030968583,0.03111627,0.031263956,0.031411643,0.03155933,0.031354063,0.031148796,0.030943529,0.030738262,0.030532995,0.030327728,0.030122461,0.029917194,0.029711927,0.029918176,0.029505678,0.02929943,0.029093181,0.028886933,0.028680684,0.028474435,0.028268187,0.028061938,0.027855689,0.027649441,0.027236944,0.027566152,0.026907736,0.026578527,0.026249319,0.025920111,0.025590903,0.024932487,0.024634188,0.02433589,0.024037591,0.023739293,0.023440994,0.023142696,0.022844398,0.022546099,0.022171796,0.021797492,0.021423189,0.021048885,0.020674582,0.020300278,0.019925975,0.019551671,0.019836314,0.020120956,0.020405599,0.020690241,0.020974884,0.021259527,0.021544169,0.02154429,0.021544411,0.021544532,0.021544652,0.021544773,0.021544894,0.021545015,0.021545136,0.021545256,0.021545377,0.021545498,0.021545619,0.021545739,0.021331571,0.021117402,0.020903234,0.020689065,0.020474897,0.020260728,0.02004656,0.019832391,0.019618223,0.019404054,0.019189886,0.018975717,0.018761549,0.01854738,0.018333212,0.018119043,0.017904874,0.017690706,0.017476537,0.017262369
28,Drought,NONE,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Drought,SHMX,R1,G-50,T90,0,11.29254011,1.292811377,0.988610934,0.684410492,0.594760299,0.505110107,0.440643305,0.376176503,0.317470391,0.258764279,0.263702963,0.268641647,0.273580332,0.240812751,0.20804517,0.204235438,0.200425706,0.196615975,0.192806243,0.188088885,0.183371527,0.178654169,0.169316585,0.159979001,0.150641417,0.141303833,0.135862696,0.130421558,0.124980421,0.121684306,0.118388191,0.115092076,0.11179596,0.107833609,0.103871257,0.099908906,0.098310185,0.096711464,0.095112743,0.093514022,0.091915301,0.09031658,0.088717859,0.088717859,0.088717859,0.088717859,0.088717859,0.088717859,0.088717859,0.088717859,0.084935188,0.081152517,0.077369845,0.073587174,0.069804503,0.066021832,0.06223916,0.061498149,0.060757138,0.060016126,0.059275115,0.058534103,0.057793092,0.057052081,0.056657706,0.056263332,0.055868958,0.055474584,0.05508021,0.054685836,0.054291461,0.053897087,0.053502713,0.053108339,0.052629903,0.052151467,0.051673031,0.051194595,0.050716159,0.050237723,0.049759287,0.048199366,0.046639444,0.045079522,0.0435196,0.041959679,0.040399757,0.038839835,0.039334399,0.039828963,0.040323527,0.04081809,0.041312654,0.041807218,0.042301782,0.041890203,0.041478624,0.041067045,0.040655466,0.040243887,0.039832308,0.039420728,0.039232559,0.03904439,0.038856221,0.038668052,0.038479882,0.038291713,0.038103544,0.037696344,0.037289145,0.036881945,0.036474746,0.036067546,0.035660347,0.035253147,0.034845948,0.034438748,0.034714644,0.034162852,0.033886956,0.03361106,0.033335164,0.033059268,0.032783372,0.032507475,0.032231579,0.031955683,0.031679787,0.031127995,0.031292938,0.030963052,0.03079811,0.030633167,0.030468224,0.030303282,0.029973397,0.02959529,0.029217183,0.028839076,0.02846097,0.028082863,0.027704756,0.027326649,0.026948542,0.026642332,0.026336122,0.026029912,0.025723702,0.025417492,0.025111282,0.024805072,0.024498862,0.024786652,0.025074442,0.025362232,0.025650021,0.025937811,0.026225601,0.026513391,0.026477128,0.026440865,0.026404602,0.026368339,0.026332077,0.026295814,0.026259551,0.026223288,0.026187025,0.026150762,0.026114499,0.026078236,0.026041974,0.025826694,0.025611414,0.025396135,0.025180855,0.024965575,0.024750296,0.024535016,0.024319737,0.024104457,0.023889177,0.023673898,0.023458618,0.023243339,0.023028059,0.022812779,0.0225975,0.02238222,0.022166941,0.021951661,0.021736381
32,Drought,SHMX,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Drought,WHCL,R1,G-50,T90,0,11.83029422,1.289287474,0.987307149,0.685326823,0.594068908,0.502810994,0.444191165,0.385571337,0.319110778,0.25265022,0.254854122,0.257058025,0.259261927,0.227373181,0.195484435,0.188501909,0.181519384,0.174536859,0.167554334,0.16439363,0.161232926,0.158072222,0.151318097,0.144563972,0.137809848,0.131055723,0.125975675,0.120895627,0.115815579,0.116117569,0.116419559,0.116721549,0.117023539,0.114329155,0.111634771,0.108940387,0.108582266,0.108224146,0.107866025,0.107507904,0.107149783,0.106791662,0.106433542,0.106433542,0.106433542,0.106433542,0.106433542,0.106433542,0.106433542,0.106433542,0.1014065,0.096379458,0.091352416,0.086325374,0.081298332,0.076271289,0.071244247,0.069436183,0.067628119,0.065820055,0.064011991,0.062203927,0.060395863,0.058587799,0.057787625,0.056987452,0.056187278,0.055387105,0.054586931,0.053786758,0.052986584,0.05218641,0.051386237,0.050586063,0.049677326,0.048768588,0.047859851,0.046951113,0.046042375,0.045133638,0.0442249,0.042722575,0.04122025,0.039717925,0.0382156,0.036713275,0.035210949,0.033708624,0.033835746,0.033962869,0.034089991,0.034217113,0.034344236,0.034471358,0.03459848,0.034078484,0.033558489,0.033038493,0.032518497,0.031998502,0.031478506,0.03095851,0.030625179,0.030291847,0.029958516,0.029625184,0.029291853,0.028958521,0.02862519,0.028177224,0.027729258,0.027281292,0.026833326,0.02638536,0.025937394,0.025489428,0.025041462,0.024593496,0.024745207,0.024441786,0.024290075,0.024138364,0.023986653,0.023834943,0.023683232,0.023531521,0.02337981,0.023228099,0.023076389,0.022772967,0.023027569,0.022518365,0.022263764,0.022009162,0.02175456,0.021499959,0.020990755,0.020750148,0.02050954,0.020268932,0.020028325,0.019787717,0.019547109,0.019306502,0.019065894,0.018809891,0.018553889,0.018297886,0.018041883,0.01778588,0.017529878,0.017273875,0.017017872,0.017266642,0.017515412,0.017764181,0.018012951,0.01826172,0.01851049,0.01875926,0.018654877,0.018550495,0.018446113,0.018341731,0.018237348,0.018132966,0.018028584,0.017924201,0.017819819,0.017715437,0.017611054,0.017506672,0.01740229,0.017131344,0.016860398,0.016589452,0.016318506,0.01604756,0.015776615,0.015505669,0.015234723,0.014963777,0.014692831,0.014421885,0.014150939,0.013879993,0.013609047,0.013338102,0.013067156,0.01279621,0.012525264,0.012254318,0.011983372
36,Drought,WHCL,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Drought,WHEA,R1,G-50,T90,0,11.82962635,1.402577326,1.079743875,0.756910424,0.646647072,0.53638372,0.470690057,0.404996395,0.344260015,0.283523634,0.280793136,0.278062637,0.275332138,0.245900833,0.216469528,0.211892657,0.207315785,0.202738914,0.198162043,0.20182569,0.205489337,0.209152983,0.198033414,0.186913845,0.175794275,0.164674706,0.162742863,0.160811021,0.158879179,0.152942207,0.147005235,0.141068263,0.135131291,0.132559103,0.129986915,0.127414727,0.125192584,0.122970442,0.120748299,0.118526156,0.116304014,0.114081871,0.111859728,0.111859728,0.111859728,0.111859728,0.111859728,0.111859728,0.111859728,0.111859728,0.105501222,0.099142717,0.092784211,0.086425705,0.080067199,0.073708694,0.067350188,0.066158591,0.064966994,0.063775397,0.0625838,0.061392203,0.060200606,0.05900901,0.058259447,0.057509884,0.056760321,0.056010758,0.055261195,0.054511632,0.053762069,0.053012506,0.052262943,0.051513381,0.050513461,0.049513542,0.048513623,0.047513703,0.046513784,0.045513865,0.044513945,0.042962606,0.041411267,0.039859928,0.038308589,0.03675725,0.035205911,0.033654572,0.033788172,0.033921771,0.034055371,0.03418897,0.03432257,0.034456169,0.034589769,0.034201895,0.033814022,0.033426149,0.033038275,0.032650402,0.032262528,0.031874655,0.031559085,0.031243516,0.030927947,0.030612377,0.030296808,0.029981238,0.029665669,0.029299511,0.028933352,0.028567194,0.028201035,0.027834877,0.027468718,0.02710256,0.026736401,0.026370243,0.026508579,0.026231907,0.026093571,0.025955235,0.025816899,0.025678563,0.025540227,0.025401891,0.025263555,0.025125219,0.024986883,0.024710211,0.024963379,0.024457043,0.024203875,0.023950706,0.023697538,0.02344437,0.022938034,0.022718571,0.022499107,0.022279644,0.022060181,0.021840717,0.021621254,0.021401791,0.021182327,0.020787783,0.020393238,0.019998693,0.019604149,0.019209604,0.01881506,0.018420515,0.018025971,0.018199077,0.018372184,0.018545291,0.018718398,0.018891504,0.019064611,0.019237718,0.019385419,0.019533121,0.019680822,0.019828523,0.019976224,0.020123926,0.020271627,0.020419328,0.020567029,0.020714731,0.020862432,0.021010133,0.021157834,0.021008477,0.02085912,0.020709763,0.020560406,0.020411049,0.020261692,0.020112334,0.019962977,0.01981362,0.019664263,0.019514906,0.019365549,0.019216192,0.019066835,0.018917477,0.01876812,0.018618763,0.018469406,0.018320049,0.018170692
40,Drought,WHEA,R1,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Ambient,CLOV,R2,G-50,T90,0,13.30129231,1.088967891,0.840512885,0.59205788,0.510198851,0.428339823,0.392718289,0.357096756,0.302762001,0.248427247,0.250828668,0.253230089,0.25563151,0.223068055,0.190504599,0.186849477,0.183194355,0.179539233,0.175884111,0.170528443,0.165172776,0.159817108,0.151801171,0.143785234,0.135769298,0.127753361,0.12320015,0.11864694,0.114093729,0.110970315,0.107846902,0.104723488,0.101600074,0.098449632,0.095299191,0.092148749,0.090624979,0.089101209,0.087577439,0.086053669,0.084529899,0.08300613,0.08148236,0.08148236,0.08148236,0.08148236,0.08148236,0.08148236,0.08148236,0.08148236,0.078068894,0.074655429,0.071241964,0.067828498,0.064415033,0.061001568,0.057588102,0.057110371,0.056632639,0.056154908,0.055677176,0.055199445,0.054721713,0.054243982,0.053875028,0.053506074,0.05313712,0.052768166,0.052399212,0.052030257,0.051661303,0.051292349,0.050923395,0.050554441,0.050041448,0.049528456,0.049015463,0.04850247,0.047989477,0.047476484,0.046963492,0.045455597,0.043947703,0.042439809,0.040931915,0.039424021,0.037916126,0.036408232,0.037044339,0.037680445,0.038316552,0.038952658,0.039588765,0.040224871,0.040860978,0.040400326,0.039939674,0.039479022,0.03901837,0.038557718,0.038097066,0.037636414,0.037405,0.037173587,0.036942173,0.03671076,0.036479346,0.036247933,0.036016519,0.035547962,0.035079406,0.034610849,0.034142292,0.033673735,0.033205178,0.032736621,0.032268065,0.031799508,0.031777811,0.031821204,0.031842901,0.031864597,0.031886294,0.03190799,0.031929687,0.031951383,0.03197308,0.031994776,0.032016473,0.032059866,0.032357815,0.031761916,0.031463966,0.031166017,0.030868067,0.030570117,0.029974218,0.02968008,0.029385943,0.029091805,0.028797667,0.028503529,0.028209392,0.027915254,0.027621116,0.027334077,0.027047038,0.026759999,0.02647296,0.026185921,0.025898882,0.025611843,0.025324804,0.025364369,0.025403935,0.025443501,0.025483066,0.025522632,0.025562197,0.025601763,0.025766204,0.025930644,0.026095085,0.026259525,0.026423966,0.026588406,0.026752847,0.026917287,0.027081728,0.027246168,0.027410609,0.027575049,0.02773949,0.027491562,0.027243635,0.026995707,0.02674778,0.026499853,0.026251925,0.026003998,0.02575607,0.025508143,0.025260215,0.025012288,0.02476436,0.024516433,0.024268505,0.024020578,0.023772651,0.023524723,0.023276796,0.023028868,0.022780941
44,Ambient,CLOV,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Ambient,NONE,R2,G-50,T90,0,14.6870287,0.879276508,0.675303606,0.471330704,0.417108252,0.3628858,0.323826119,0.284766437,0.24545424,0.206142042,0.209222731,0.21230342,0.215384109,0.181159116,0.146934123,0.145999197,0.14506427,0.144129344,0.143194417,0.137136233,0.131078048,0.125019864,0.117259302,0.10949874,0.101738179,0.093977617,0.088870303,0.083762988,0.078655673,0.07644994,0.074244206,0.072038472,0.069832738,0.06794639,0.066060041,0.064173693,0.062820878,0.061468063,0.060115248,0.058762433,0.057409618,0.056056803,0.054703988,0.054703988,0.054703988,0.054703988,0.054703988,0.054703988,0.054703988,0.054703988,0.052705461,0.050706934,0.048708407,0.04670988,0.044711353,0.042712827,0.0407143,0.04073494,0.04075558,0.04077622,0.04079686,0.0408175,0.040838141,0.040858781,0.040028679,0.039198577,0.038368475,0.037538373,0.036708272,0.03587817,0.035048068,0.034217966,0.033387864,0.032557763,0.032863738,0.033169713,0.033475688,0.033781663,0.034087638,0.034393613,0.034699588,0.033615111,0.032530633,0.031446156,0.030361678,0.029277201,0.028192724,0.027108246,0.027504511,0.027900776,0.028297041,0.028693305,0.02908957,0.029485835,0.0298821,0.029535695,0.02918929,0.028842884,0.028496479,0.028150074,0.027803669,0.027457264,0.027111946,0.026766628,0.02642131,0.026075991,0.025730673,0.025385355,0.025040037,0.024929305,0.024818572,0.02470784,0.024597107,0.024486374,0.024375642,0.024264909,0.024154177,0.024043444,0.024247675,0.023839214,0.023634983,0.023430753,0.023226523,0.023022292,0.022818062,0.022613831,0.022409601,0.02220537,0.02200114,0.021592679,0.021807932,0.021377426,0.021162174,0.020946921,0.020731668,0.020516415,0.02008591,0.019750419,0.019414927,0.019079436,0.018743945,0.018408453,0.018072962,0.017737471,0.01740198,0.017245344,0.017088708,0.016932072,0.016775436,0.016618799,0.016462163,0.016305527,0.016148891,0.016066614,0.015984337,0.015902059,0.015819782,0.015737505,0.015655227,0.01557295,0.015659604,0.015746258,0.015832911,0.015919565,0.016006219,0.016092873,0.016179526,0.01626618,0.016352834,0.016439488,0.016526141,0.016612795,0.016699449,0.016580649,0.01646185,0.01634305,0.016224251,0.016105451,0.015986651,0.015867852,0.015749052,0.015630253,0.015511453,0.015392654,0.015273854,0.015155054,0.015036255,0.014917455,0.014798656,0.014679856,0.014561056,0.014442257,0.014323457
48,Ambient,NONE,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Ambient,SHMX,R2,G-50,T90,0,14.04270022,1.033472706,0.791219196,0.548965686,0.475952861,0.402940036,0.36576766,0.328595283,0.283701411,0.238807538,0.238136886,0.237466234,0.236795582,0.204245375,0.171695168,0.169935658,0.168176148,0.166416638,0.164657128,0.159086225,0.153515323,0.147944421,0.138801092,0.129657764,0.120514435,0.111371107,0.107493431,0.103615755,0.09973808,0.098229142,0.096720205,0.095211268,0.09370233,0.091086448,0.088470565,0.085854683,0.08417364,0.082492597,0.080811555,0.079130512,0.07744947,0.075768427,0.074087384,0.074087384,0.074087384,0.074087384,0.074087384,0.074087384,0.074087384,0.074087384,0.071104467,0.06812155,0.065138633,0.062155715,0.059172798,0.056189881,0.053206964,0.053115633,0.053024302,0.052932972,0.052841641,0.052750311,0.05265898,0.05256765,0.052050624,0.051533599,0.051016573,0.050499548,0.049982522,0.049465497,0.048948472,0.048431446,0.047914421,0.047397395,0.047119656,0.046841918,0.046564179,0.04628644,0.046008701,0.045730962,0.045453223,0.044025781,0.042598338,0.041170896,0.039743453,0.038316011,0.036888569,0.035461126,0.035956482,0.036451837,0.036947193,0.037442549,0.037937905,0.03843326,0.038928616,0.038742601,0.038556586,0.038370571,0.038184557,0.037998542,0.037812527,0.037626512,0.037472061,0.037317611,0.03716316,0.03700871,0.036854259,0.036699809,0.036545358,0.036343319,0.03614128,0.03593924,0.035737201,0.035535161,0.035333122,0.035131083,0.034929043,0.034727004,0.034913724,0.034540284,0.034353563,0.034166843,0.033980123,0.033793402,0.033606682,0.033419962,0.033233242,0.033046521,0.032859801,0.03248636,0.03342588,0.03154684,0.03060732,0.0296678,0.02872828,0.02778876,0.02590972,0.026071927,0.026234134,0.026396341,0.026558548,0.026720755,0.026882962,0.027045168,0.027207375,0.026934631,0.026661886,0.026389141,0.026116396,0.025843651,0.025570906,0.025298162,0.025025417,0.024991556,0.024957695,0.024923835,0.024889974,0.024856114,0.024822253,0.024788392,0.024953254,0.025118116,0.025282978,0.02544784,0.025612701,0.025777563,0.025942425,0.026107287,0.026272149,0.02643701,0.026601872,0.026766734,0.026931596,0.026689961,0.026448327,0.026206693,0.025965059,0.025723424,0.02548179,0.025240156,0.024998522,0.024756887,0.024515253,0.024273619,0.024031985,0.02379035,0.023548716,0.023307082,0.023065448,0.022823813,0.022582179,0.022340545,0.022098911
52,Ambient,SHMX,R2,G-00,T90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
