Sample number,Moisture treatment,Residue type,Lab rep,Glucose addition treatment,Harvest day,Initial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193
84,control,CLOV,R3,G-00,T90,15410,0,15.4298678,15.76023087,15.38719876,15.01416665,16.36169003,17.70921341,17.66271532,17.61621724,15.46004634,13.30387544,13.69052968,14.07718392,14.46383816,12.84228458,12.84228458,12.60451671,12.36674885,12.12898098,11.89121311,11.92919389,11.96717467,12.00515545,11.64834564,11.29153583,10.93472602,10.57791621,10.54875758,10.51959895,10.49044033,10.42702796,10.36361559,10.30020323,10.23679086,10.02331715,9.80984344,9.59636973,9.543952754,9.491535777,9.439118801,9.386701825,9.334284848,9.281867872,9.229450896,9.105000616,8.980550337,8.856100057,8.731649778,8.607199498,8.482749219,8.358298939,8.050829168,7.743359398,7.435889627,7.128419857,6.820950086,6.513480315,6.206010545,6.302913751,6.399816957,6.496720164,6.59362337,6.690526576,6.787429783,6.884332989,6.847259811,6.810186632,6.773113454,6.736040275,6.698967097,6.661893919,6.62482074,6.587747562,6.550674384,6.513601205,6.455477558,6.397353911,6.339230265,6.281106618,6.222982971,6.164859324,6.106735677,5.942790274,5.778844872,5.614899469,5.450954066,5.287008663,5.123063261,4.959117858,5.069833437,5.180549017,5.291264596,5.401980175,5.512695755,5.623411334,5.734126913,5.756218209,5.778309506,5.800400802,5.822492099,5.844583395,5.866674691,5.888765988,5.734661823,5.580557658,5.426453493,5.272349328,5.118245163,4.964140999,4.810036834,4.814449372,4.81886191,4.823274448,4.827686986,4.832099524,4.836512063,4.840924601,4.845337139,4.849749677,4.845154259,4.854345095,4.858940512,4.86353593,4.868131347,4.872726765,4.877322183,4.8819176,4.886513018,4.891108435,4.895703853,4.904894688,4.971483917,4.838305459,4.77171623,4.705127001,4.638537772,4.571948543,4.438770086,4.390041351,4.341312617,4.292583883,4.243855148,4.195126414,4.14639768,4.097668945,4.048940211,4.029875487,4.010810763,3.991746039,3.972681315,3.953616591,3.934551867,3.915487143,3.896422419,3.932406298,3.968390177,4.004374057,4.040357936,4.076341815,4.112325694,4.148309573,4.152132053,4.155954533,4.159777013,4.163599493,4.167421973,4.171244453,4.175066933,4.178889413,4.182711894,4.186534374,4.190356854,4.194179334,4.198001814,4.171263901,4.144525988,4.117788075,4.091050162,4.06431225,4.037574337,4.010836424,3.984098511,3.957360598,3.930622686,3.903884773,3.87714686,3.850408947,3.823671034,3.796933121,3.770195209,3.743457296,3.716719383,3.68998147,3.663243557
86,control,NONE,R3,G-50,T90,11980,0,21.66994913,9.785117981,9.248679801,8.712241621,9.752975169,10.79370872,10.14985224,9.505995767,8.685498968,7.865002168,8.528195626,9.191389085,9.854582543,8.457248733,8.457248733,8.805845214,9.154441694,9.503038174,9.851634655,9.876887694,9.902140732,9.927393771,9.103171756,8.278949741,7.454727726,6.630505711,6.800560184,6.970614657,7.14066913,7.138100791,7.135532452,7.132964112,7.130395773,6.837329254,6.544262734,6.251196215,6.503712068,6.756227921,7.008743774,7.261259627,7.51377548,7.766291333,8.018807187,7.632637509,7.246467832,6.860298154,6.474128476,6.087958799,5.701789121,5.315619444,5.197409295,5.079199146,4.960988996,4.842778847,4.724568698,4.606358549,4.4881484,4.495983817,4.503819234,4.511654651,4.519490068,4.527325485,4.535160902,4.542996319,4.571089584,4.599182849,4.627276114,4.65536938,4.683462645,4.71155591,4.739649175,4.76774244,4.795835705,4.82392897,4.788886693,4.753844416,4.718802139,4.683759861,4.648717584,4.613675307,4.57863303,4.416046302,4.253459574,4.090872847,3.928286119,3.765699391,3.603112663,3.440525935,3.526655,3.612784065,3.69891313,3.785042194,3.871171259,3.957300324,4.043429389,4.075792602,4.108155816,4.140519029,4.172882243,4.205245457,4.23760867,4.269971884,4.160525622,4.051079361,3.9416331,3.832186839,3.722740577,3.613294316,3.503848055,3.49637449,3.488900925,3.48142736,3.473953795,3.46648023,3.459006665,3.4515331,3.444059535,3.43658597,3.423335918,3.449836021,3.463086073,3.476336125,3.489586176,3.502836228,3.51608628,3.529336331,3.542586383,3.555836435,3.569086486,3.59558659,3.633171157,3.558002022,3.520417455,3.482832887,3.44524832,3.407663752,3.332494617,3.326241654,3.31998869,3.313735727,3.307482764,3.3012298,3.294976837,3.288723874,3.282470911,3.263264066,3.244057221,3.224850377,3.205643532,3.186436687,3.167229843,3.148022998,3.128816153,3.16432177,3.199827387,3.235333004,3.270838621,3.306344238,3.341849855,3.377355471,3.381153839,3.384952206,3.388750574,3.392548941,3.396347309,3.400145676,3.403944044,3.407742411,3.411540779,3.415339146,3.419137514,3.422935881,3.426734249,3.392901226,3.359068204,3.325235181,3.291402159,3.257569136,3.223736113,3.189903091,3.156070068,3.122237046,3.088404023,3.054571001,3.020737978,2.986904956,2.953071933,2.919238911,2.885405888,2.851572865,2.817739843,2.78390682,2.750073798
88,control,NONE,R3,G-00,T90,12020,0,7.982624631,7.703197594,7.879362796,8.055527999,9.597440054,11.13935211,10.18194194,9.224531763,8.409034889,7.593538014,8.078776652,8.564015289,9.049253927,7.974825347,7.974825347,8.162290227,8.349755108,8.537219989,8.72468487,8.3061696,7.887654331,7.469139061,7.3119565,7.154773939,6.997591377,6.840408816,6.723150969,6.605893122,6.488635275,6.595086452,6.701537629,6.807988805,6.914439982,7.029031514,7.143623046,7.258214577,7.317845093,7.377475608,7.437106124,7.49673664,7.556367155,7.615997671,7.675628186,7.350948742,7.026269299,6.701589855,6.376910411,6.052230967,5.727551523,5.40287208,5.335070281,5.267268482,5.199466684,5.131664885,5.063863087,4.996061288,4.92825949,4.894291662,4.860323834,4.826356006,4.792388178,4.75842035,4.724452522,4.690484695,4.709850985,4.729217276,4.748583567,4.767949858,4.787316149,4.80668244,4.826048731,4.845415021,4.864781312,4.884147603,4.844599352,4.805051102,4.765502851,4.7259546,4.686406349,4.646858098,4.607309847,4.463007861,4.318705874,4.174403888,4.030101901,3.885799915,3.741497928,3.597195941,3.696833366,3.796470792,3.896108217,3.995745642,4.095383067,4.195020492,4.294657917,4.310638697,4.326619477,4.342600258,4.358581038,4.374561819,4.390542599,4.406523379,4.284255757,4.161988135,4.039720512,3.91745289,3.795185268,3.672917645,3.550650023,3.556261948,3.561873874,3.567485799,3.573097724,3.57870965,3.584321575,3.589933501,3.595545426,3.601157351,3.590154745,3.612159957,3.623162563,3.634165169,3.645167775,3.656170381,3.667172987,3.678175593,3.689178199,3.700180805,3.711183411,3.733188622,3.77968443,3.686692815,3.640197007,3.5937012,3.547205393,3.500709585,3.40771797,3.377338067,3.346958164,3.316578261,3.286198358,3.255818455,3.225438552,3.195058649,3.164678746,3.14550441,3.126330073,3.107155737,3.087981401,3.068807065,3.049632729,3.030458393,3.011284057,3.051788752,3.092293447,3.132798143,3.173302838,3.213807533,3.254312228,3.294816924,3.309074226,3.323331529,3.337588831,3.351846133,3.366103436,3.380360738,3.394618041,3.408875343,3.423132645,3.437389948,3.45164725,3.465904553,3.480161855,3.448426587,3.416691319,3.384956052,3.353220784,3.321485516,3.289750248,3.258014981,3.226279713,3.194544445,3.162809177,3.13107391,3.099338642,3.067603374,3.035868106,3.004132839,2.972397571,2.940662303,2.908927035,2.877191768,2.8454565
90,control,SHMX,R3,G-50,T90,15070,0,32.9599056,17.87716881,16.91979124,15.96241367,16.37052511,16.77863655,16.30750858,15.83638061,13.8830572,11.92973379,12.23807778,12.54642176,12.85476574,11.12394227,11.12394227,10.99595385,10.86796544,10.73997702,10.6119886,10.71125586,10.81052311,10.90979037,10.47637458,10.0429588,9.60954302,9.176127239,9.125225273,9.074323308,9.023421343,9.027696791,9.031972239,9.036247686,9.040523134,8.790826049,8.541128964,8.291431879,8.353277802,8.415123726,8.476969649,8.538815573,8.600661496,8.662507419,8.724353343,8.486273786,8.248194228,8.010114671,7.772035114,7.533955557,7.295876,7.057796442,6.816888788,6.575981134,6.335073479,6.094165825,5.853258171,5.612350517,5.371442862,5.601584051,5.83172524,6.061866428,6.292007617,6.522148806,6.752289994,6.982431183,6.850003139,6.717575095,6.585147052,6.452719008,6.320290964,6.18786292,6.055434876,5.923006832,5.790578789,5.658150745,5.606065342,5.553979939,5.501894536,5.449809133,5.39772373,5.345638327,5.293552924,5.178541921,5.063530918,4.948519915,4.833508912,4.71849791,4.603486907,4.488475904,4.592729772,4.696983641,4.80123751,4.905491379,5.009745248,5.113999117,5.218252986,5.252743833,5.28723468,5.321725527,5.356216374,5.390707221,5.425198068,5.459688915,5.301570257,5.143451598,4.98533294,4.827214282,4.669095624,4.510976966,4.352858307,4.374822844,4.396787381,4.418751918,4.440716455,4.462680991,4.484645528,4.506610065,4.528574602,4.550539138,4.541732609,4.559345668,4.568152198,4.576958728,4.585765258,4.594571788,4.603378318,4.612184847,4.620991377,4.629797907,4.638604437,4.656217497,4.720709671,4.591725322,4.527233148,4.462740973,4.398248799,4.333756624,4.204772275,4.158662614,4.112552952,4.06644329,4.020333629,3.974223967,3.928114305,3.882004644,3.835894982,3.800806524,3.765718065,3.730629607,3.695541148,3.66045269,3.625364231,3.590275773,3.555187315,3.585281469,3.615375623,3.645469777,3.675563931,3.705658086,3.73575224,3.765846394,3.781375988,3.796905583,3.812435177,3.827964771,3.843494366,3.85902396,3.874553554,3.890083149,3.905612743,3.921142337,3.936671932,3.952201526,3.96773112,3.925499626,3.883268131,3.841036636,3.798805142,3.756573647,3.714342152,3.672110658,3.629879163,3.587647668,3.545416173,3.503184679,3.460953184,3.418721689,3.376490195,3.3342587,3.292027205,3.249795711,3.207564216,3.165332721,3.123101227
92,control,SHMX,R3,G-00,T90,16150,0,18.76790717,16.84060941,17.08146306,17.3223167,17.15692623,16.99153575,16.53686453,16.0821933,14.51248533,12.94277736,13.13281617,13.32285497,13.51289378,12.44231789,12.44231789,12.48154842,12.52077895,12.56000949,12.59924002,11.96100141,11.32276281,10.6845242,10.56413235,10.44374051,10.32334867,10.20295682,9.959599012,9.716241203,9.472883394,9.460291268,9.447699141,9.435107015,9.422514889,9.273098004,9.123681119,8.974264235,8.951913401,8.929562567,8.907211732,8.884860898,8.862510064,8.84015923,8.817808396,8.630602783,8.44339717,8.256191557,8.068985945,7.881780332,7.694574719,7.507369106,7.313818931,7.120268756,6.926718581,6.733168406,6.539618232,6.346068057,6.152517882,6.196167927,6.239817972,6.283468017,6.327118062,6.370768107,6.414418152,6.458068197,6.476700803,6.49533341,6.513966016,6.532598623,6.551231229,6.569863836,6.588496442,6.607129049,6.625761655,6.644394262,6.489134903,6.333875545,6.178616187,6.023356828,5.86809747,5.712838112,5.557578753,5.460056423,5.362534093,5.265011763,5.167489433,5.069967103,4.972444774,4.874922444,4.978702482,5.082482521,5.18626256,5.290042598,5.393822637,5.497602676,5.601382715,5.630261065,5.659139416,5.688017766,5.716896117,5.745774467,5.774652818,5.803531168,5.628220077,5.452908985,5.277597893,5.102286802,4.92697571,4.751664618,4.576353527,4.590290868,4.60422821,4.618165551,4.632102893,4.646040235,4.659977576,4.673914918,4.687852259,4.701789601,4.68706198,4.716517221,4.731244842,4.745972462,4.760700082,4.775427703,4.790155323,4.804882943,4.819610564,4.834338184,4.849065805,4.878521045,4.873337223,4.883704868,4.88888869,4.894072513,4.899256335,4.904440158,4.914807803,4.831581173,4.748354544,4.665127915,4.581901286,4.498674657,4.415448028,4.332221398,4.248994769,4.248499712,4.248004654,4.247509597,4.247014539,4.246519482,4.246024424,4.245529367,4.245034309,4.303127258,4.361220207,4.419313156,4.477406105,4.535499054,4.593592003,4.651684952,4.640528492,4.629372032,4.618215571,4.607059111,4.595902651,4.58474619,4.57358973,4.56243327,4.55127681,4.540120349,4.528963889,4.517807429,4.506650968,4.475162042,4.443673116,4.41218419,4.380695263,4.349206337,4.317717411,4.286228484,4.254739558,4.223250632,4.191761706,4.160272779,4.128783853,4.097294927,4.065806001,4.034317074,4.002828148,3.971339222,3.939850296,3.908361369,3.876872443
94,control,WHCL,R3,G-50,T90,15470,0,32.8287009,20.05950366,19.23595908,18.4124145,18.33662527,18.26083604,18.3572472,18.45365836,16.9125115,15.37136464,15.97592693,16.58048921,17.18505149,15.99686132,15.99686132,16.09606737,16.19527343,16.29447949,16.39368554,15.63580623,14.87792692,14.12004761,13.76190025,13.4037529,13.04560554,12.68745818,12.23259734,11.77773649,11.32287564,11.2153866,11.10789756,11.00040852,10.89291949,10.67800013,10.46308078,10.24816143,10.12517779,10.00219414,9.879210494,9.756226848,9.633243203,9.510259557,9.387275911,8.995250989,8.603226067,8.211201145,7.819176223,7.427151301,7.035126378,6.643101456,6.565904229,6.488707001,6.411509773,6.334312546,6.257115318,6.17991809,6.102720863,6.148157203,6.193593543,6.239029883,6.284466223,6.329902563,6.375338903,6.420775243,6.426824385,6.432873528,6.43892267,6.444971813,6.451020955,6.457070098,6.46311924,6.469168383,6.475217525,6.481266668,6.33604755,6.190828431,6.045609313,5.900390195,5.755171077,5.609951959,5.464732841,5.375522526,5.286312211,5.197101897,5.107891582,5.018681268,4.929470953,4.840260639,4.900267602,4.960274566,5.02028153,5.080288493,5.140295457,5.200302421,5.260309385,5.248151787,5.23599419,5.223836593,5.211678996,5.199521399,5.187363801,5.175206204,5.050759739,4.926313274,4.801866809,4.677420344,4.552973879,4.428527414,4.304080949,4.287616022,4.271151094,4.254686167,4.23822124,4.221756312,4.205291385,4.188826458,4.17236153,4.155896603,4.128857018,4.182936188,4.209975773,4.237015358,4.264054943,4.291094528,4.318134113,4.345173698,4.372213283,4.399252868,4.426292453,4.480371622,4.487315887,4.473427358,4.466483093,4.459538828,4.452594564,4.445650299,4.43176177,4.370277832,4.308793894,4.247309955,4.185826017,4.124342079,4.062858141,4.001374203,3.939890265,3.922857351,3.905824437,3.888791523,3.871758609,3.854725695,3.837692781,3.820659867,3.803626953,3.825120419,3.846613885,3.868107352,3.889600818,3.911094284,3.93258775,3.954081217,3.933364445,3.912647673,3.891930901,3.87121413,3.850497358,3.829780586,3.809063814,3.788347043,3.767630271,3.746913499,3.726196727,3.705479955,3.684763184,3.665340197,3.645917211,3.626494224,3.607071238,3.587648251,3.568225265,3.548802278,3.529379292,3.509956305,3.490533319,3.471110332,3.451687346,3.432264359,3.412841373,3.393418386,3.3739954,3.354572413,3.335149427,3.31572644,3.296303454
96,control,WHCL,R3,G-00,T90,16190,0,19.27232002,18.8109289,18.47541146,18.13989402,17.9639313,17.78796859,17.69493695,17.60190532,15.78217943,13.96245354,14.81979321,15.67713289,16.53447257,14.82925625,14.82925625,14.90183834,14.97442043,15.04700253,15.11958462,14.6001266,14.08066858,13.56121056,13.12989824,12.69858592,12.26727359,11.83596127,11.52204495,11.20812863,10.8942123,10.85169125,10.80917019,10.76664914,10.72412808,10.43298057,10.14183306,9.850685545,9.704274283,9.557863022,9.41145176,9.265040499,9.118629237,8.972217976,8.825806715,8.674419964,8.523033213,8.371646462,8.220259711,8.068872961,7.91748621,7.766099459,7.543060432,7.320021404,7.096982377,6.873943349,6.650904322,6.427865294,6.204826267,6.242878186,6.280930106,6.318982025,6.357033944,6.395085864,6.433137783,6.471189703,6.463205953,6.455222204,6.447238455,6.439254705,6.431270956,6.423287207,6.415303457,6.407319708,6.399335959,6.391352209,6.246799957,6.102247704,5.957695452,5.8131432,5.668590947,5.524038695,5.379486442,5.302436516,5.22538659,5.148336663,5.071286737,4.99423681,4.917186884,4.840136958,4.890935287,4.941733616,4.992531945,5.043330274,5.094128603,5.144926932,5.195725261,5.181813297,5.167901334,5.15398937,5.140077406,5.126165442,5.112253478,5.098341514,4.992450525,4.886559536,4.780668547,4.674777558,4.568886569,4.46299558,4.357104591,4.347423002,4.337741413,4.328059824,4.318378236,4.308696647,4.299015058,4.289333469,4.27965188,4.269970292,4.256358302,4.283582282,4.297194272,4.310806262,4.324418252,4.338030242,4.351642232,4.365254221,4.378866211,4.392478201,4.406090191,4.433314171,4.433179793,4.43344855,4.433582928,4.433717307,4.433851685,4.433986064,4.434254821,4.36480939,4.29536396,4.225918529,4.156473099,4.087027669,4.017582238,3.948136808,3.878691377,3.865734389,3.852777401,3.839820412,3.826863424,3.813906435,3.800949447,3.787992459,3.77503547,3.808823473,3.842611476,3.876399479,3.910187482,3.943975485,3.977763488,4.011551491,3.981646971,3.951742451,3.921837931,3.891933411,3.862028891,3.83212437,3.80221985,3.77231533,3.74241081,3.71250629,3.68260177,3.652697249,3.622792729,3.590513479,3.558234228,3.525954978,3.493675727,3.461396477,3.429117226,3.396837976,3.364558726,3.332279475,3.300000225,3.267720974,3.235441724,3.203162473,3.170883223,3.138603972,3.106324722,3.074045471,3.041766221,3.009486971,2.97720772
98,control,WHEA,R3,G-50,T90,14600,0,40.28963397,27.52399338,26.4042634,25.28453342,25.00090119,24.71726897,24.40348491,24.08970085,21.48225414,18.87480743,19.53060029,20.18639316,20.84218602,19.43642065,19.43642065,19.42254637,19.40867209,19.39479781,19.38092353,18.24601062,17.11109771,15.9761848,15.66302303,15.34986126,15.03669948,14.72353771,14.22025181,13.7169659,13.21368,13.04815657,12.88263313,12.7171097,12.55158627,12.33996035,12.12833444,11.91670852,11.71457093,11.51243335,11.31029576,11.10815817,10.90602058,10.70388299,10.50174541,10.04917583,9.596606254,9.144036678,8.691467101,8.238897525,7.786327948,7.333758372,7.286264274,7.238770177,7.19127608,7.143781982,7.096287885,7.048793788,7.00129969,6.998379816,6.995459943,6.992540069,6.989620195,6.986700322,6.983780448,6.980860574,6.986117103,6.991373631,6.99663016,7.001886688,7.007143217,7.012399745,7.017656274,7.022912803,7.028169331,7.03342586,6.853950315,6.67447477,6.494999225,6.31552368,6.136048135,5.956572589,5.777097044,5.703759886,5.630422727,5.557085568,5.483748409,5.410411251,5.337074092,5.263736933,5.247712462,5.231687991,5.21566352,5.199639048,5.183614577,5.167590106,5.151565635,5.180844347,5.210123059,5.239401771,5.268680483,5.297959195,5.327237908,5.35651662,5.245891472,5.135266325,5.024641178,4.91401603,4.803390883,4.692765735,4.582140588,4.570456443,4.558772299,4.547088155,4.53540401,4.523719866,4.512035721,4.500351577,4.488667432,4.476983288,4.469790225,4.484176351,4.491369415,4.498562478,4.505755542,4.512948605,4.520141669,4.527334732,4.534527796,4.541720859,4.548913922,4.563300049,4.543918268,4.58268183,4.602063611,4.621445392,4.640827173,4.660208954,4.698972516,4.610011198,4.52104988,4.432088562,4.343127244,4.254165927,4.165204609,4.076243291,3.987281973,3.975992279,3.964702586,3.953412892,3.942123198,3.930833505,3.919543811,3.908254117,3.896964424,3.854995994,3.813027564,3.771059134,3.729090704,3.687122274,3.645153844,3.603185415,3.63348292,3.663780425,3.69407793,3.724375435,3.75467294,3.784970445,3.81526795,3.845565455,3.87586296,3.906160465,3.93645797,3.966755475,3.99705298,3.960932418,3.924811856,3.888691294,3.852570732,3.81645017,3.780329608,3.744209046,3.708088484,3.671967922,3.635847361,3.599726799,3.563606237,3.527485675,3.491365113,3.455244551,3.419123989,3.383003427,3.346882865,3.310762303,3.274641741
100,control,WHEA,R3,G-00,T90,15200,0,27.0610906,26.28126665,25.4112067,24.54114674,24.38522081,24.22929488,23.7379445,23.24659411,20.71530992,18.18402572,18.80578977,19.42755382,20.04931786,18.1898823,18.1898823,18.18581023,18.18173816,18.17766609,18.17359402,17.41763943,16.66168484,15.90573025,15.44052228,14.97531431,14.51010634,14.04489837,13.66762631,13.29035425,12.91308218,12.72749236,12.54190254,12.35631272,12.1707229,11.99534871,11.81997451,11.64460032,11.53320947,11.42181861,11.31042776,11.19903691,11.08764605,10.9762552,10.86486434,10.40995921,9.955054082,9.50014895,9.045243818,8.590338687,8.135433555,7.680528424,7.601619838,7.522711252,7.443802667,7.364894081,7.285985495,7.20707691,7.128168324,7.21652014,7.304871955,7.393223771,7.481575587,7.569927403,7.658279218,7.746631034,7.75030938,7.753987725,7.757666071,7.761344416,7.765022762,7.768701107,7.772379453,7.776057798,7.779736144,7.783414489,7.570513428,7.357612366,7.144711305,6.931810244,6.718909182,6.506008121,6.293107059,6.196888099,6.100669139,6.00445018,5.90823122,5.81201226,5.7157933,5.61957434,5.669148501,5.718722662,5.768296822,5.817870983,5.867445144,5.917019305,5.966593465,5.963104891,5.959616318,5.956127744,5.95263917,5.949150596,5.945662022,5.942173448,5.787847489,5.633521529,5.479195569,5.324869609,5.170543649,5.01621769,4.86189173,4.826338643,4.790785556,4.755232469,4.719679382,4.684126295,4.648573207,4.61302012,4.577467033,4.541913946,4.507612356,4.576215536,4.610517126,4.644818716,4.679120307,4.713421897,4.747723487,4.782025077,4.816326667,4.850628257,4.884929847,4.953533027,4.915365735,4.991700319,5.029867611,5.068034904,5.106202196,5.144369488,5.220704073,5.147871723,5.075039374,5.002207025,4.929374675,4.856542326,4.783709977,4.710877628,4.638045278,4.62151263,4.604979982,4.588447334,4.571914687,4.555382039,4.538849391,4.522316743,4.505784095,4.536088957,4.566393819,4.59669868,4.627003542,4.657308404,4.687613266,4.717918128,4.678536732,4.639155336,4.59977394,4.560392544,4.521011148,4.481629752,4.442248356,4.40286696,4.363485564,4.324104168,4.284722772,4.245341376,4.20595998,4.179418146,4.152876313,4.126334479,4.099792645,4.073250812,4.046708978,4.020167144,3.993625311,3.967083477,3.940541643,3.91399981,3.887457976,3.860916142,3.834374309,3.807832475,3.781290642,3.754748808,3.728206974,3.701665141,3.675123307
102,drought,CLOV,R3,G-50,T90,16540,0,32.20868997,17.92155419,17.8649819,17.80840961,17.85186159,17.89531358,18.01576912,18.13622466,17.24031237,16.34440007,17.07720786,17.81001565,18.54282344,17.22150003,17.22150003,17.35730305,17.49310606,17.62890908,17.7647121,17.19417008,16.62362807,16.05308605,15.54663435,15.04018264,14.53373094,14.02727923,13.62909942,13.2309196,12.83273979,12.58469077,12.33664175,12.08859273,11.84054371,10.33757585,8.834607998,7.331640142,7.737124862,8.142609581,8.5480943,8.95357902,9.359063739,9.764548459,10.17003318,9.983834664,9.797636149,9.611437635,9.42523912,9.239040606,9.052842092,8.866643577,8.572647875,8.278652173,7.984656472,7.69066077,7.396665068,7.102669366,6.808673664,6.939638447,7.07060323,7.201568013,7.332532796,7.463497579,7.594462362,7.725427145,7.737783994,7.750140842,7.76249769,7.774854538,7.787211386,7.799568234,7.811925082,7.82428193,7.836638778,7.848995626,7.662478828,7.47596203,7.289445233,7.102928435,6.916411638,6.72989484,6.543378042,6.460719437,6.378060832,6.295402227,6.212743623,6.130085018,6.047426413,5.964767808,6.015485163,6.066202518,6.116919873,6.167637228,6.218354582,6.269071937,6.319789292,6.28748024,6.255171188,6.222862136,6.190553084,6.158244031,6.125934979,6.093625927,5.967231055,5.840836182,5.71444131,5.588046437,5.461651565,5.335256693,5.20886182,5.16159138,5.114320939,5.067050498,5.019780058,4.972509617,4.925239177,4.877968736,4.830698295,4.783427855,4.754387573,4.812468136,4.841508418,4.870548699,4.899588981,4.928629262,4.957669543,4.986709825,5.015750106,5.044790388,5.073830669,5.131911232,5.191565627,5.072256837,5.012602442,4.952948048,4.893293653,4.833639258,4.714330469,4.685966511,4.657602554,4.629238597,4.60087464,4.572510683,4.544146726,4.515782769,4.487418811,4.46661212,4.445805428,4.424998737,4.404192045,4.383385354,4.362578662,4.341771971,4.320965279,4.334288957,4.347612635,4.360936313,4.374259991,4.38758367,4.400907348,4.414231026,4.380345532,4.346460038,4.312574544,4.27868905,4.244803556,4.210918062,4.177032568,4.143147075,4.109261581,4.075376087,4.041490593,4.007605099,3.973719605,3.947807871,3.921896137,3.895984403,3.87007267,3.844160936,3.818249202,3.792337468,3.766425734,3.740514,3.714602266,3.688690532,3.662778798,3.636867065,3.610955331,3.585043597,3.559131863,3.533220129,3.507308395,3.481396661,3.455484927
104,drought,CLOV,R3,G-00,T90,18090,0,17.42655493,16.69590096,16.04760084,15.39930072,16.40404725,17.40879379,17.13353905,16.85828431,15.4409827,14.02368108,14.86865623,15.71363138,16.55860653,16.50629887,16.50629887,16.72120227,16.93610567,17.15100907,17.36591247,16.66283751,15.95976256,15.25668761,14.95086252,14.64503743,14.33921234,14.03338724,13.7148347,13.39628216,13.07772961,12.84640763,12.61508565,12.38376367,12.15244169,12.00318038,11.85391907,11.70465776,11.65204349,11.59942922,11.54681495,11.49420068,11.44158641,11.38897214,11.33635787,10.82344096,10.31052406,9.797607157,9.284690253,8.771773349,8.258856445,7.745939541,7.703230005,7.660520468,7.617810931,7.575101395,7.532391858,7.489682322,7.446972785,7.509434894,7.571897004,7.634359113,7.696821223,7.759283332,7.821745442,7.884207551,7.883035561,7.881863571,7.880691581,7.879519591,7.878347601,7.877175611,7.876003621,7.87483163,7.87365964,7.87248765,7.633127855,7.39376806,7.154408264,6.915048469,6.675688674,6.436328879,6.196969083,6.165673109,6.134377135,6.10308116,6.071785186,6.040489212,6.009193237,5.977897263,6.032541774,6.087186286,6.141830797,6.196475308,6.251119819,6.305764331,6.360408842,6.359596659,6.358784477,6.357972295,6.357160113,6.35634793,6.355535748,6.354723566,6.214681363,6.07463916,5.934596957,5.794554754,5.654512551,5.514470348,5.374428145,5.350051769,5.325675393,5.301299017,5.27692264,5.252546264,5.228169888,5.203793512,5.179417136,5.155040759,5.159504018,5.150577501,5.146114242,5.141650984,5.137187726,5.132724467,5.128261209,5.12379795,5.119334692,5.114871434,5.110408175,5.101481658,5.113968963,5.088994353,5.076507048,5.064019743,5.051532438,5.039045132,5.014070522,4.961103272,4.908136022,4.855168772,4.802201521,4.749234271,4.696267021,4.643299771,4.590332521,4.564488793,4.538645066,4.512801339,4.486957611,4.461113884,4.435270156,4.409426429,4.383582701,4.444205949,4.504829196,4.565452444,4.626075692,4.686698939,4.747322187,4.807945434,4.761575399,4.715205364,4.668835328,4.622465293,4.576095258,4.529725223,4.483355187,4.436985152,4.390615117,4.344245082,4.297875047,4.251505011,4.205134976,4.168640889,4.132146802,4.095652715,4.059158628,4.022664542,3.986170455,3.949676368,3.913182281,3.876688194,3.840194107,3.80370002,3.767205933,3.730711846,3.69421776,3.657723673,3.621229586,3.584735499,3.548241412,3.511747325,3.475253238
