"","CAP1","CAP2","CAP3","MDS1","MDS2","MDS3"
"Wooliver_16S_1F7_Beever240927_S54",-0.272068609395648,0.400803547800546,-0.279090151686415,-0.449205740389093,0.361391800795399,-0.421030887164722
"Wooliver_16S_1F8_Beever240927_S62",1.31072082594822,-0.387779309588672,-2.01871223767116,0.895321086477216,0.75139716652625,-0.57537092540631
"Wooliver_16S_1F9_Beever240927_S70",-0.200523126975316,1.29649965751706,0.0539691297985535,-0.291611759068141,0.330923046404441,0.252445576853004
"Wooliver_16S_1G10_Beever240927_S79",-0.295970772335413,0.706163703756357,0.454514264869669,-0.442388783894933,0.874379994783154,0.276102717463963
"Wooliver_16S_1G6_Beever240927_S47",1.32183456220574,-0.129484469054009,-1.20402921253189,0.312061771642977,0.120331093175938,0.457060905834456
"Wooliver_16S_1G7_Beever240927_S55",-0.199347251007863,1.18397328224332,-0.00393448629210422,-0.840720221046437,-0.614029708564525,-0.397136429309318
"Wooliver_16S_1G8_Beever240927_S63",-0.44661245430146,-0.661959405214318,0.445602476155852,-0.821542362618546,0.252599608466404,-0.0460404007194368
"Wooliver_16S_1G9_Beever240927_S71",-0.360608567528703,-0.932864022270849,0.313222510406458,-0.362823941001203,0.784474803286089,0.816415885964887
"Wooliver_16S_1H10_Beever240927_S80",-0.23503691808674,1.31311826074923,0.580981655768329,-0.622682428006159,0.617902400398359,0.269522129473382
"Wooliver_16S_1H6_Beever240927_S48",-0.435989828698186,-0.514535160491384,0.180648913361383,0.230474205379513,0.68171774673035,0.021004649463345
"Wooliver_16S_1H7_Beever240927_S56",-0.247738019926038,-0.785117135097245,-0.416262811162677,1.05897693440757,-0.0667977484482276,0.905849111566956
"Wooliver_16S_1H8_Beever240927_S64",-0.334943794355629,0.138098854845792,-0.096993172462541,-1.07595985396235,-0.119913534441154,0.289397792898154
"Wooliver_16S_1H9_Beever240927_S72",1.31082537386106,-0.18778111067624,1.18125799383187,0.0936944876224633,-0.242003205026861,-0.122890340694254
"Wooliver_16S_2A4_Beever240927_S121",-0.265654070893517,-0.91262165020685,-0.569321737456506,0.575731355918545,-1.44914588532558,0.454073695188762
"Wooliver_16S_2A5_Beever240927_S129",-0.337436397252796,0.764122835168561,0.373087651393687,-0.737072637888131,0.0388647060441065,1.0940263396691
"Wooliver_16S_2A6_Beever240927_S137",1.3188023388223,-0.196899527944715,-1.29315295696229,1.00308787877194,0.199777403982726,-0.472883512573573
"Wooliver_16S_2A7_Beever240927_S145",-0.247356211628035,1.14682702977163,0.848098050357467,-0.378017844479046,1.47298735824661,-0.616046450873731
"Wooliver_16S_2A8_Beever240927_S153",-0.462905600317912,-0.359727446313161,0.660998023052647,-0.66259769800184,0.361456646220351,-0.344612684672318
"Wooliver_16S_2B4_Beever240927_S122",1.27698467967071,-0.185551746437004,-0.484776672382681,0.316832065351913,-0.491658647974675,-0.311632620297892
"Wooliver_16S_2B5_Beever240927_S130",-0.239518608060154,1.21892436961266,-1.52430033171599,0.434269329562344,-0.0819059433701371,-0.340370046333097
"Wooliver_16S_2B6_Beever240927_S138",-0.384935993734058,-0.430550479565458,-0.773804719675794,0.215460361748664,-0.411323405266929,-0.45379604657444
"Wooliver_16S_2B7_Beever240927_S146",-0.31375482865402,-0.954368815781214,-0.981728441099395,0.752110309286931,-0.928820878525617,0.790013675027992
"Wooliver_16S_2B8_Beever240927_S154",-0.306768255091862,0.237960860029002,-0.481015447370615,-0.565829247267113,-0.951217208559898,-0.439233539109856
"Wooliver_16S_2C4_Beever240927_S123",-0.355165534484788,-0.703531028456112,-0.382329282773019,0.518927890647759,-0.613941655359355,-0.897204313217917
"Wooliver_16S_2C5_Beever240927_S131",-0.346048438989312,-1.1387854911187,-0.695429200422714,0.627514924184138,-1.1068205025503,0.119561493896358
"Wooliver_16S_2C6_Beever240927_S139",-0.331669172159458,0.597475703688203,0.206976150809487,0.219579360741535,0.0539872847262197,-0.355451801398312
"Wooliver_16S_2C7_Beever240927_S147",1.29550598805604,-0.216600825241726,-0.761736563832767,0.506051645920251,-0.333473957975527,-0.171230815632579
"Wooliver_16S_2C8_Beever240927_S155",-0.202196321652046,1.06214816988474,-0.29389879251697,-0.486577270150777,-0.746886726662426,-0.66312131280782
"Wooliver_16S_2D4_Beever240927_S124",-0.339554497953753,0.232385484399239,-0.547864924598784,-0.579159078242757,-0.939159550502486,-0.389368585804941
"Wooliver_16S_2D5_Beever240927_S132",1.20601138531518,-0.430869619498248,-0.343955272987825,0.209138500203913,0.779480553750675,-1.53331001579137
"Wooliver_16S_2D6_Beever240927_S140",-0.250943343912353,1.33611486446777,-1.1747546948229,-0.16377741478237,-0.131998914746649,-0.348519403345958
"Wooliver_16S_2D7_Beever240927_S148",-0.434773578368545,-0.454660135810143,0.223770456303467,0.295458884959918,-0.315241086228659,-0.182239291816528
"Wooliver_16S_2D8_Beever240927_S156",-0.298312840656983,-0.753967493071535,-0.445944365753237,0.582585640345538,-1.07213388241422,0.806866491730163
"Wooliver_16S_2E4_Beever240927_S125",-0.287182058002935,0.969057413415831,-0.710796524432442,-0.896525986747301,-1.08923464720834,-0.632950065526378
"Wooliver_16S_2E5_Beever240927_S133",-0.476053849986682,-0.63338532620783,0.128226035115771,-0.295399803721137,-0.327081937083322,-0.948211577774046
"Wooliver_16S_2E6_Beever240927_S141",-0.325189500768426,-1.12151340074361,-0.353337983493659,-0.272884479868087,-0.94909928973836,0.812748320919376
"Wooliver_16S_2E7_Beever240927_S149",-0.31754828180913,0.434539020497826,-0.556309630386864,0.732562579771807,-0.254478480262955,-0.253418966828758
"Wooliver_16S_2E8_Beever240927_S157",1.27828518283769,-0.124239522004403,1.39308609560342,0.318686879193255,0.106893866333073,0.616565431493008
"Wooliver_16S_2F4_Beever240927_S126",-0.304299773261696,-0.87243680780648,-0.378610260649898,0.586219141115411,-0.14502371048835,1.53174631359562
"Wooliver_16S_2F5_Beever240927_S134",-0.271962431819873,0.265127753464035,-0.171205360836653,-0.348541322064601,-1.07470565891087,-0.509749070920998
"Wooliver_16S_2F6_Beever240927_S142",1.27729524151418,0.144929611668679,1.27234680606644,0.5441781365107,0.286802065903925,-0.284885991190184
"Wooliver_16S_2F7_Beever240927_S150",-0.26644009106567,1.33649159948558,0.289035528659416,-0.159881434583336,0.92718718053103,0.184608896606464
"Wooliver_16S_2F8_Beever240927_S158",-0.414489252319455,-0.3990429166929,0.349591190065957,0.392093292716852,0.0181795718937832,-0.747427882179706
"Wooliver_16S_2G4_Beever240927_S127",1.24693467725091,0.0167430065698255,0.151814651558981,-0.0383416870589578,0.604745296820732,1.26560322546571
"Wooliver_16S_2G5_Beever240927_S135",-0.165254235887785,0.978189141416101,-1.01042661332454,-0.210694161414692,-1.23404857921807,-0.938612836226045
"Wooliver_16S_2G6_Beever240927_S143",-0.464300846169808,-0.606831223657488,0.630284397408327,-0.408669357074676,-0.363784976207597,-0.858373011985019
"Wooliver_16S_2G7_Beever240927_S151",-0.424599554876416,-0.805085421156596,1.15128808988001,-0.570757984648607,0.162544682914822,0.899407725794914
"Wooliver_16S_2G8_Beever240927_S159",-0.300641517235596,0.549366592898774,0.214124112015478,-0.0148150942649448,-0.173333091582021,-0.474073899732843
"Wooliver_16S_2H4_Beever240927_S128",-0.414610793263312,-0.623906628847183,-0.581063406946875,0.121028236049006,-0.157839681359181,-0.166580967417624
"Wooliver_16S_2H5_Beever240927_S136",-0.354103255570394,-0.873461453839194,-0.672091046463026,0.991265743689385,-0.608766541777874,0.990413879725815
"Wooliver_16S_2H6_Beever240927_S144",-0.322739086951265,0.338976242901561,0.403984191356857,-0.790216093459098,-0.193932135775792,0.0226291702809513
"Wooliver_16S_2H7_Beever240927_S152",1.24857991802678,-0.0305326213048485,3.4165169743516,-0.122110140677017,-0.134180293401439,0.0173378190117066
"Wooliver_16S_2H8_Beever240927_S160",-0.268479902939117,1.21518707002605,0.358680878286781,0.0888336043380678,0.00414385990070081,0.135859837355523
