"","Var1","Freq","percentage"
"50","f__Choanephoraceae",21,0.06
"51","f__Chrysozymaceae",26,0.07
"52","f__Chytridiaceae",7,0.02
"53","f__Chytridiales_fam_Incertae_sedis",36,0.1
"54","f__Chytriomycetaceae",2,0.01
"55","f__Cladosporiaceae",36,0.1
"56","f__Claroideoglomeraceae",19,0.05
"57","f__Clathraceae",1,0
"58","f__Clavariaceae",22,0.06
"59","f__Clavicipitaceae",450,1.26
"60","f__Coniochaetaceae",433,1.21
"61","f__Conioscyphaceae",271,0.76
"62","f__Coniothyriaceae",41,0.11
"63","f__Conlariaceae",24,0.07
"64","f__Coralloidiomycetaceae",1,0
"65","f__Cordycipitaceae",62,0.17
"66","f__Corticiaceae",21,0.06
"67","f__Cortinariaceae",9,0.03
"68","f__Crassisporiaceae",2,0.01
"69","f__Crepidotaceae",3,0.01
"70","f__Cryptococcaceae",2,0.01
"71","f__Cucurbitariaceae",237,0.66
"72","f__Cuniculitremaceae",3,0.01
"73","f__Cunninghamellaceae",74,0.21
"74","f__Cyphellaceae",15,0.04
"75","f__Cyphellophoraceae",170,0.48
"76","f__Cystobasidiaceae",27,0.08
"77","f__Cystofilobasidiaceae",89,0.25
"78","f__Debaryomycetaceae",38,0.11
"79","f__Dermateaceae",30,0.08
"80","f__Diaporthaceae",22,0.06
"81","f__Diatrypaceae",5,0.01
"82","f__Dictyosporiaceae",264,0.74
"83","f__Didymellaceae",275,0.77
"84","f__Didymosphaeriaceae",132,0.37
"85","f__Dipodascaceae",34,0.1
"86","f__Discosiaceae",2,0.01
"87","f__Distoseptisporaceae",2,0.01
"88","f__Diversisporaceae",58,0.16
"89","f__Dothideomycetes_fam_Incertae_sedis",2,0.01
"90","f__Elaphomycetaceae",1,0
"91","f__Entolomataceae",186,0.52
"92","f__Entomophthoraceae",2,0.01
"93","f__Entylomataceae",8,0.02
"94","f__Eocronartiaceae",8,0.02
"95","f__Eremomycetaceae",9,0.03
"96","f__Erythrobasidiaceae",2,0.01
"97","f__Exidiaceae",1,0
"98","f__Filobasidiaceae",14,0.04
"99","f__Fomitopsidaceae",7,0.02
"100","f__Ganodermataceae",127,0.36
"101","f__Geastraceae",1,0
"102","f__Gelatinodiscaceae",55,0.15
"103","f__Geminibasidiaceae",4,0.01
"104","f__Gigasporaceae",38,0.11
"105","f__Glomeraceae",181,0.51
"106","f__Glomerellaceae",22,0.06
"107","f__Graphostromataceae",4,0.01
"108","f__Grifolaceae",2,0.01
"109","f__Gyroporaceae",2,0.01
"110","f__Halomycetaceae",5,0.01
"111","f__Halosphaeriaceae",78,0.22
"112","f__Helminthosphaeriaceae",19,0.05
"113","f__Helotiaceae",277,0.78
"114","f__Helotiales_fam_Incertae_sedis",25,0.07
"115","f__Hericiaceae",1,0
"116","f__Herpotrichiellaceae",695,1.95
"117","f__Hoehnelomycetaceae",49,0.14
"118","f__Hyaloscyphaceae",122,0.34
"119","f__Hydnaceae",77,0.22
"120","f__Hydnodontaceae",78,0.22
"121","f__Hymenochaetaceae",4,0.01
"122","f__Hymenogastraceae",5,0.01
"123","f__Hypocreaceae",808,2.27
"124","f__Hypocreales_fam_Incertae_sedis",392,1.1
"125","f__Hyponectriaceae",48,0.13
"126","f__Hypoxylaceae",66,0.19
"127","f__Inocybaceae",4,0.01
"128","f__Junewangiaceae",177,0.5
"129","f__Kickxellaceae",117,0.33
"130","f__Kondoaceae",1,0
"131","f__Lachnocladiaceae",7,0.02
"132","f__Lasiosphaeriaceae",630,1.77
"133","f__Lentitheciaceae",65,0.18
"134","f__Leptosphaeriaceae",26,0.07
"135","f__Leucosporidiaceae",27,0.08
"136","f__Limnoperdaceae",9,0.03
"137","f__Lipomycetaceae",1,0
"138","f__Lobulomycetaceae",15,0.04
"139","f__Lopadostomataceae",13,0.04
"140","f__Lophiostomataceae",9,0.03
"141","f__Lophiotremataceae",23,0.06
"142","f__Loramycetaceae",2,0.01
"143","f__Lulworthiaceae",27,0.08
"144","f__Lycoperdaceae",315,0.88
"145","f__Lyophyllaceae",1,0
"146","f__Magnaporthaceae",25,0.07
"147","f__Malasseziaceae",2,0.01
"148","f__Marasmiaceae",6,0.02
"149","f__Melanconidaceae",21,0.06
"150","f__Melanommataceae",73,0.2
"151","f__Meruliaceae",12,0.03
"152","f__Microascaceae",61,0.17
"153","f__Microdochiaceae",1,0
"154","f__Minutisphaeraceae",26,0.07
"155","f__Mortierellaceae",1039,2.91
"156","f__Mrakiaceae",9,0.03
"157","f__Mucoraceae",248,0.7
"158","f__Mucoromycotina_fam_Incertae_sedis",3,0.01
"159","f__Mycenaceae",18,0.05
"160","f__Mycenastraceae",2,0.01
"161","f__Mycosphaerellaceae",61,0.17
"162","f__Myrmecridiaceae",102,0.29
"163","f__Mytilinidiaceae",1,0
"164","f__Myxotrichaceae",8,0.02
"165","f__Naviculisporaceae",88,0.25
"166","f__Nectriaceae",907,2.54
"167","f__Neocamarosporiaceae",2,0.01
"168","f__Neodevriesiaceae",1,0
"169","f__Neomassarinaceae",6,0.02
"170","f__Neoschizotheciaceae",13,0.04
"171","f__Niessliaceae",160,0.45
"172","f__Nigrogranaceae",3,0.01
"173","f__Olpidiaceae",62,0.17
"174","f__Omphalotaceae",4,0.01
"175","f__Onygenaceae",53,0.15
"176","f__Onygenales_fam_Incertae_sedis",33,0.09
"177","f__Ophiocordycipitaceae",57,0.16
"178","f__Ophiostomataceae",1,0
"179","f__Orbiliaceae",130,0.36
"180","f__Orbiliales_fam_Incertae_sedis",71,0.2
"181","f__Pacisporaceae",1,0
"182","f__Papulosaceae",21,0.06
"183","f__Parabambusicolaceae",41,0.11
"184","f__Paradevriesiaceae",50,0.14
"185","f__Paraglomeraceae",135,0.38
"186","f__Paraphysodermataceae",28,0.08
"187","f__Peniophoraceae",10,0.03
"188","f__Periconiaceae",56,0.16
"189","f__Pervetustaceae",6,0.02
"190","f__Pestalotiopsidaceae",24,0.07
"191","f__Pezizaceae",98,0.27
"192","f__Pezizales_fam_Incertae_sedis",3,0.01
"193","f__Pezizomycotina_fam_Incertae_sedis",60,0.17
"194","f__Phaeosphaeriaceae",507,1.42
"195","f__Phaffomycetaceae",6,0.02
"196","f__Phanerochaetaceae",1,0
"197","f__Phleogenaceae",1,0
"198","f__Phomatosporaceae",74,0.21
"199","f__Physalacriaceae",34,0.1
"200","f__Physodermataceae",6,0.02
"201","f__Pichiaceae",1,0
"202","f__Piptocephalidaceae",44,0.12
"203","f__Piskurozymaceae",6,0.02
"204","f__Pisolithaceae",5,0.01
"205","f__Pisorisporiaceae",27,0.08
"206","f__Pisorisporiales_fam._incertae_sedis",58,0.16
"207","f__Plectosphaerellaceae",239,0.67
"208","f__Pleomassariaceae",3,0.01
"209","f__Pleosporaceae",422,1.18
"210","f__Pleosporales_fam_Incertae_sedis",93,0.26
"211","f__Pleurotheciaceae",14,0.04
"212","f__Ploettnerulaceae",2,0.01
"213","f__Pluteaceae",43,0.12
"214","f__Podoscyphaceae",1,0
"215","f__Podosporaceae",320,0.9
"216","f__Polyporaceae",9,0.03
"217","f__Porotheleaceae",4,0.01
"218","f__Powellomycetaceae",13,0.04
"219","f__Protrudomycetaceae",6,0.02
"220","f__Psathyrellaceae",310,0.87
"221","f__Pseudeurotiaceae",37,0.1
"222","f__Pseudodactylariaceae",55,0.15
"223","f__Pseudodidymellaceae",2,0.01
"224","f__Pseudoproboscisporaceae",1,0
"225","f__Pulvinulaceae",3,0.01
"226","f__Pyronemataceae",59,0.17
"227","f__Pyxidiophoraceae",9,0.03
"228","f__Ramicandelaberaceae",661,1.85
"229","f__Reticulascaceae",1,0
"230","f__Rhizophlyctidaceae",126,0.35
"231","f__Rhizophydiaceae",161,0.45
"232","f__Rhizophydiales_fam_Incertae_sedis",106,0.3
"233","f__Rhizopodaceae",30,0.08
"234","f__Rhynchogastremataceae",58,0.16
"235","f__Rhytismatales_fam_Incertae_sedis",4,0.01
"236","f__Roussoellaceae",45,0.13
"237","f__Russulaceae",2,0.01
"238","f__Rutstroemiaceae",1,0
"239","f__Saccharomycetaceae",9,0.03
"240","f__Saccharomycetales_fam_Incertae_sedis",18,0.05
"241","f__Saccotheciaceae",5,0.01
"242","f__Sakaguchiaceae",47,0.13
"243","f__Sarcoscyphaceae",4,0.01
"244","f__Sarcosomataceae",28,0.08
"245","f__Savoryellaceae",55,0.15
"246","f__Schizophyllaceae",2,0.01
"247","f__Schizoporaceae",5,0.01
"248","f__Schizotheciaceae",11,0.03
"249","f__Sclerodermataceae",15,0.04
"250","f__Sclerotiniaceae",9,0.03
"251","f__Septochytriaceae",4,0.01
"252","f__Serendipitaceae",10,0.03
"253","f__Sordariaceae",7,0.02
"254","f__Sordariales_fam_Incertae_sedis",882,2.47
"255","f__Sordariomycetes_fam_Incertae_sedis",10,0.03
"256","f__Spiromastigoidaceae",4,0.01
"257","f__Spizellomycetaceae",96,0.27
"258","f__Sporidesmiaceae",4,0.01
"259","f__Sporidiobolaceae",25,0.07
"260","f__Sporocadaceae",19,0.05
"261","f__Sporormiaceae",218,0.61
"262","f__Stachybotryaceae",275,0.77
"263","f__Steccherinaceae",1,0
"264","f__Stephanosporaceae",6,0.02
"265","f__Stereaceae",1,0
"266","f__Stictidaceae",2,0.01
"267","f__Strelitzianaceae",1,0
"268","f__Strophariaceae",30,0.08
"269","f__Suillaceae",1,0
"270","f__Symmetrosporaceae",3,0.01
"271","f__Sympoventuriaceae",69,0.19
"272","f__Syzygosporaceae",1,0
"273","f__Talbotiomycetaceae",8,0.02
"274","f__Taphrinaceae",2,0.01
"275","f__Tarzettaceae",2,0.01
"276","f__Teichosporaceae",56,0.16
"277","f__Teratosphaeriaceae",1,0
"278","f__Tetragoniomycetaceae",1,0
"279","f__Tetraplosphaeriaceae",31,0.09
"280","f__Thelebolaceae",1,0
"281","f__Thelephoraceae",17,0.05
"282","f__Thyridariaceae",21,0.06
"283","f__Thyridiaceae",4,0.01
"284","f__Tilachlidiaceae",2,0.01
"285","f__Torulaceae",36,0.1
"286","f__Tremellaceae",7,0.02
"287","f__Trichocomaceae",38,0.11
"288","f__Tricholomataceae",9,0.03
"289","f__Trichomeriaceae",79,0.22
"290","f__Trichosphaeriaceae",112,0.31
"291","f__Trichosporonaceae",27,0.08
"292","f__Tricladiaceae",25,0.07
"293","f__Trimorphomycetaceae",13,0.04
"294","f__Tuberaceae",30,0.08
"295","f__Tubeufiaceae",61,0.17
"296","f__Tylosporaceae",8,0.02
"297","f__Tympanidaceae",2,0.01
"298","f__Typhulaceae",1,0
"299","f__Ustilaginaceae",26,0.07
"300","f__Valsaceae",1,0
"301","f__Venturiaceae",1,0
"302","f__Xylariaceae",78,0.22
"303","f__Xylariales_fam_Incertae_sedis",6,0.02
"304","f__Zoopagaceae",25,0.07
