"","Var1","Freq","percentage"
"353","Densocarpa shanorii",2,0.01
"354","Dentocorticium portoricense",1,0
"355","Dichostereum pallescens",2,0.01
"356","Dichotomopilus erectus",16,0.04
"357","Dichotomopilus indicus",1,0
"358","Dichotomopilus NA",4,0.01
"359","Dichotomopilus pratensis",3,0.01
"360","Dichotomopilus ramosissimus",2,0.01
"361","Dichotomopilus subfunicola",1,0
"362","Dictyochaeta lithocarpi",27,0.08
"363","Dictyosporella guizhouensis",37,0.1
"364","Dictyosporella NA",3,0.01
"365","Didymella bellidis",6,0.02
"366","Didymella glomerata",7,0.02
"367","Didymella NA",30,0.08
"368","Didymocyrtis brachylaenae",12,0.03
"369","Didymocyrtis NA",2,0.01
"370","Didymocyrtis pini",28,0.08
"371","Dinemasporium bambusicola",3,0.01
"372","Dioszegia takashimae",1,0
"373","Dioszegia zsoltii",2,0.01
"374","Diplonaevia bresadolae",2,0.01
"375","Disciseda cervina",4,0.01
"376","Disciseda hyalothrix",1,0
"377","Disciseda NA",113,0.32
"378","Discosia pseudoartocreas",2,0.01
"379","Distoseptispora NA",1,0
"380","Distoseptispora rostrata",1,0
"381","Diversispora epigaea",5,0.01
"382","Diversispora NA",10,0.03
"383","Diversispora sporocarpia",7,0.02
"384","Dominikia NA",9,0.03
"385","Donadinia seaveri",8,0.02
"386","Dothiorella viticola",1,0
"387","Duportella lassa",1,0
"388","Echinoderma flavidoasperum",1,0
"389","Edenia gomezpompae",11,0.03
"390","Elaphomyces leveillei",1,0
"391","Emericellopsis glabra",24,0.07
"392","Emericellopsis humicola",1,0
"393","Emericellopsis NA",21,0.06
"394","Endophragmiella dimorphospora",1,0
"395","Endophragmiella NA",18,0.05
"396","Enterocarpus grenotii",2,0.01
"397","Entoloma abortivum",6,0.02
"398","Entoloma albotomentosum",11,0.03
"399","Entoloma byssisedum",1,0
"400","Entoloma caccabus",1,0
"401","Entoloma flavifolium",1,0
"402","Entoloma fuscohebes",2,0.01
"403","Entoloma hirtipes",7,0.02
"404","Entoloma infula",1,0
"405","Entoloma minutisporum",2,0.01
"406","Entoloma NA",111,0.31
"407","Entoloma nidorosum",1,0
"408","Entoloma nitens",2,0.01
"409","Entoloma phaeocyathus",1,0
"410","Entoloma saundersii",1,0
"411","Entoloma undatum",24,0.07
"412","Entyloma NA",1,0
"413","Eocronartium NA",8,0.02
"414","Epicoccum italicum",41,0.11
"415","Epicoccum NA",4,0.01
"416","Epicoccum pseudokeratinophilum",2,0.01
"417","Epicoccum thailandicum",55,0.15
"418","Eriospora leucostoma",1,0
"419","Eriospora NA",1,0
"420","Erythrobasidium hasegawianum",1,0
"421","Erythrobasidium yunnanense",1,0
"422","Eucasphaeria NA",132,0.37
"423","Exidia pithya",1,0
"424","Exophiala alcalophila",39,0.11
"425","Exophiala brunnea",32,0.09
"426","Exophiala cancerae",22,0.06
"427","Exophiala clavispora",2,0.01
"428","Exophiala equina",22,0.06
"429","Exophiala mesophila",8,0.02
"430","Exophiala NA",71,0.2
"431","Exophiala nishimurae",3,0.01
"432","Exophiala opportunistica",26,0.07
"433","Exophiala pisciphila",53,0.15
"434","Exophiala psychrophila",31,0.09
"435","Exophiala quercina",1,0
"436","Exophiala salmonis",64,0.18
"437","Exserohilum gedarefense",23,0.06
"438","Fibroporia radiculosa",1,0
"439","Fibulochlamys chilensis",1,0
"440","Filobasidium chernovii",4,0.01
"441","Filobasidium NA",5,0.01
"442","Filobasidium oeirense",1,0
"443","Fimicolochytrium jonesii",1,0
"444","Fimicolochytrium NA",2,0.01
"445","Flabellascoma NA",8,0.02
"446","Fomitiporia ignea",2,0.01
"447","Fomitopsis pinicola",1,0
"448","Fonsecaea pedrosoi",1,0
"449","Funneliformis coronatum",1,0
"450","Funneliformis mosseae",13,0.04
"451","Funneliformis NA",8,0.02
"452","Furcasterigmium furcatum",12,0.03
"453","Fusarium biseptatum",1,0
"454","Fusarium burgessii",2,0.01
"455","Fusarium chlamydosporum",26,0.07
"456","Fusarium croci",5,0.01
"457","Fusarium equiseti",88,0.25
"458","Fusarium fujikuroi",2,0.01
"459","Fusarium graminearum",2,0.01
"460","Fusarium hostae",13,0.04
"461","Fusarium incarnatum",2,0.01
"462","Fusarium kyushuense",9,0.03
"463","Fusarium NA",120,0.34
"464","Fusarium neocosmosporiellum",20,0.06
"465","Fusarium pseudensiforme",2,0.01
"466","Fusarium sporotrichioides",43,0.12
"467","Fusarium suttonianum",1,0
"468","Fusarium tricinctum",12,0.03
"469","Fusarium variasi",3,0.01
"470","Fusarium virguliforme",11,0.03
"471","Fusarium waltergamsii",6,0.02
"472","Fusicolla acetilerea",35,0.1
"473","Fusicolla aquaeductuum",43,0.12
"474","Fusicolla NA",9,0.03
"475","Fusicolla septimanifiniscientiae",1,0
"476","Fusicolla violacea",13,0.04
"477","Fusidium NA",3,0.01
"478","Gaertneriomyces NA",1,0
"479","Gaeumannomyces radicicola",21,0.06
"480","Galactomyces pseudocandidus",34,0.1
"481","Galerella NA",3,0.01
"482","Galerina marginata",1,0
"483","Galiicola baoshanensis",1,0
"484","Gamszarea lunata",13,0.04
"485","Ganoderma applanatum",4,0.01
"486","Ganoderma lobatum",47,0.13
"487","Ganoderma lucidum",3,0.01
"488","Ganoderma meredithiae",21,0.06
"489","Ganoderma NA",8,0.02
"490","Ganoderma sessile",44,0.12
"491","Geastrum rufescens",1,0
"492","Gelasinospora NA",2,0.01
"493","Geminibasidium NA",4,0.01
"494","Gemmina gemmarum",1,0
"495","Geosmithia NA",1,0
"496","Gibellulopsis NA",3,0.01
"497","Gigaspora gigantea",22,0.06
"498","Gilbertella persicaria",11,0.03
"499","Gliomastix luzulae",4,0.01
"500","Gliomastix roseogrisea",1,0
"501","Glomus aggregatum",35,0.1
"502","Glomus indicum",12,0.03
"503","Glomus macrocarpum",30,0.08
"504","Glomus tetrastratosum",2,0.01
"505","Glomus versiforme",2,0.01
"506","Gregarithecium curvisporum",1,0
"507","Grifola frondosa",2,0.01
"508","Gryganskiella cystojenkinii",1,0
"509","Gymnopilus fulvosquamulosus",1,0
"510","Gymnopilus penetrans",1,0
"511","Gymnopilus purpureosquamulosus",1,0
"512","Gymnopilus underwoodii",1,0
"513","Gymnopus junquilleus",1,0
"514","Gymnostellatospora japonica",1,0
"515","Gyroporus castaneus",2,0.01
"516","Halosarpheia NA",1,0
"517","Hannaella luteola",13,0.04
"518","Hannaella oryzae",7,0.02
"519","Hannaella sinensis",2,0.01
"520","Hannaella zeae",5,0.01
"521","Hazslinszkyomyces NA",1,0
"522","Hebeloma marginatulum",1,0
"523","Helicogloea NA",1,0
"524","Helicoma NA",50,0.14
"525","Helicosporium NA",2,0.01
"526","Hericium yumthangense",1,0
"527","Heterobasidion irregulare",1,0
"528","Heterophoma sylvatica",2,0.01
"529","Hirsutella NA",9,0.03
"530","Hirsutella rostrata",1,0
"531","Hirsutella vermicola",1,0
"532","Holocotylon NA",12,0.03
"533","Humicola christenseniae",14,0.04
"534","Humicola degenerans",8,0.02
"535","Humicola distorta",66,0.19
"536","Humicola fuscoatra",11,0.03
"537","Humicola NA",99,0.28
"538","Humicola nigrescens",6,0.02
"539","Humicola olivacea",76,0.21
"540","Humicola repens",2,0.01
"541","Humicola sardiniae",84,0.24
"542","Hyalopeziza NA",1,0
"543","Hyalorbilia fusarina",2,0.01
"544","Hyalorbilia leguminacea",9,0.03
"545","Hyalorbilia NA",11,0.03
"546","Hydnomerulius pinastri",1,0
"547","Hydropisphaera multiloculata",19,0.05
"548","Hydropisphaera NA",5,0.01
"549","Hymenoscyphus NA",21,0.06
"550","Hyphodiscus brevicollaris",2,0.01
"551","Hyphodiscus NA",10,0.03
"552","Hyphodontia alienata",1,0
"553","Hyphodontia pallidula",2,0.01
"554","Hyphodontia zhixiangii",1,0
"555","Hypholoma fasciculare",4,0.01
"556","Hypholoma lateritium",4,0.01
"557","Hypholoma NA",1,0
"558","Hypochnicium cremicolor",1,0
"559","Hypocrea NA",1,0
"560","Hypomontagnella barbarensis",6,0.02
"561","Hypomyces armeniacus",5,0.01
"562","Hypoxylon carneum",2,0.01
"563","Hypoxylon hinnuleum",8,0.02
"564","Hypoxylon investiens",48,0.13
"565","Hypoxylon jianfengense",1,0
"566","Idriella lunata",1,0
"567","Ilyonectria vredehoekensis",3,0.01
"568","Immersiella caudata",15,0.04
"569","Immersiella NA",2,0.01
"570","Inocutis dryophila",1,0
"571","Inocybe grammata",2,0.01
"572","Inocybe NA",1,0
"573","Inonotus vitis",1,0
"574","Iodophanus carneus",6,0.02
"575","Iodophanus NA",5,0.01
"576","Iodophanus testaceus",2,0.01
"577","Issatchenkia orientalis",1,0
"578","Itersonilia perplexans",4,0.01
"579","Kamienskia NA",2,0.01
"580","Karstenia NA",4,0.01
"581","Keissleriella caraganae",2,0.01
"582","Keissleriella NA",1,0
"583","Keissleriella quadriseptata",3,0.01
"584","Keithomyces carneus",2,0.01
"585","Keithomyces indicus",31,0.09
"586","Keithomyces NA",2,0.01
"587","Kernia columnaris",1,0
"588","Kiflimonium curvulum",27,0.08
"589","Kiflimonium junci",7,0.02
"590","Kiflimonium NA",4,0.01
"591","Knufia mediterranea",4,0.01
"592","Knufia NA",11,0.03
"593","Knufia tsunedae",62,0.17
"594","Kockovaella NA",2,0.01
"595","Kondoa gutianensis",1,0
"596","Kramasamuha sibika",7,0.02
"597","Kretzschmaria deusta",3,0.01
"598","Kretzschmaria iranica",1,0
"599","Kurtzmaniella quercitrusa",2,0.01
"600","Kurtzmanomyces insolitus",12,0.03
"601","Kurtzmanomyces NA",38,0.11
"602","Kurtzmanomyces tardus",7,0.02
"603","Lachancea fermentati",1,0
"604","Lacrymaria glareosa",88,0.25
"605","Lacrymaria lacrymabunda",12,0.03
"606","Lactarius haugiae",1,0
"607","Lanmaoa fragrans",4,0.01
"608","Lasiodiplodia NA",1,0
"609","Lasionectria NA",2,0.01
"610","Lasionectriopsis spinosa",50,0.14
"611","Lasiosphaeris NA",22,0.06
"612","Lecanicillium saksenae",6,0.02
"613","Lectera longa",17,0.05
"614","Lectera NA",9,0.03
"615","Lectera nordwiniana",4,0.01
"616","Lecythophora canina",67,0.19
"617","Lecythophora NA",136,0.38
"618","Lepiota NA",1,0
"619","Lepista densifolia",1,0
"620","Lepista nuda",4,0.01
"621","Leptodiscella africana",1,0
"622","Leptospora macarangae",3,0.01
"623","Leptospora NA",2,0.01
"624","Leptospora thailandica",2,0.01
"625","Letendraea NA",1,0
"626","Leucogyrophana olivascens",1,0
"627","Leucosporidium escuderoi",1,0
"628","Leucosporidium fragarium",3,0.01
"629","Leucosporidium golubevii",9,0.03
"630","Leucosporidium intermedium",14,0.04
"631","Limnoperdon NA",15,0.04
"632","Limonomyces roseipellis",3,0.01
"633","Lindtneria NA",4,0.01
"634","Linnemannia acrotona",3,0.01
"635","Linnemannia amoeboidea",49,0.14
"636","Linnemannia camargensis",27,0.08
"637","Linnemannia gamsii",38,0.11
"638","Linnemannia NA",85,0.24
"639","Linnemannia sclerotiella",1,0
"640","Lobulomyces angularis",10,0.03
"641","Lobulomyces NA",4,0.01
"642","Lopadostoma americanum",2,0.01
"643","Lopadostoma dryophilum",9,0.03
"644","Lopadostoma NA",2,0.01
"645","Lophiotrema lincangensis",2,0.01
"646","Loramyces NA",2,0.01
"647","Loweomyces fractipes",1,0
"648","Lycoperdon echinatum",4,0.01
"649","Lycoperdon ericaeum",1,0
"650","Lycoperdon NA",23,0.06
"651","Lycoperdon pratense",8,0.02
"652","Lycoperdon pyriforme",26,0.07
"653","Lycoperdon subumbrinum",1,0
"654","Lycoperdon utriforme",1,0
"655","Macrophomina phaseolina",42,0.12
"656","Magnohelicospora iberica",2,0.01
"657","Malassezia restricta",2,0.01
"658","Marasmiellus paspali",3,0.01
"659","Marasmius leucorotalis",6,0.02
"660","Mariannaea atlantica",48,0.13
"661","Mariannaea punicea",56,0.16
"662","Mariannaea samuelsii",1,0
"663","Marquandomyces marquandii",55,0.15
"664","Melanconiella NA",21,0.06
"665","Melanocarpus albomyces",2,0.01
"666","Melanoctona NA",16,0.04
"667","Melanoleuca griseobrunnea",2,0.01
"668","Metacordyceps chlamydosporia",115,0.32
"669","Metacordyceps NA",27,0.08
"670","Metarhizium baoshanense",57,0.16
"671","Metarhizium lepidiotae",2,0.01
"672","Metarhizium NA",17,0.05
"673","Meyerozyma guilliermondii",31,0.09
"674","Microascus alveolaris",1,0
"675","Microascus brevicaulis",1,0
"676","Microascus cirrosus",2,0.01
"677","Microascus NA",1,0
"678","Microdochium colombiense",38,0.11
"679","Microdochium NA",10,0.03
"680","Microdominikia litorea",7,0.02
"681","Microscypha NA",35,0.1
"682","Microthielavia ovispora",64,0.18
"683","Minimedusa polyspora",63,0.18
"684","Minimelanolocus NA",3,0.01
"685","Minutisphaera aspera",26,0.07
"686","Monographella NA",48,0.13
"687","Monosporascus NA",1,0
"688","Montagnula chiangraiensis",1,0
"689","Montagnula opulenta",1,0
"690","Mortierella ambigua",58,0.16
"691","Mortierella bainieri",1,0
"692","Mortierella bisporalis",69,0.19
"693","Mortierella calciphila",74,0.21
"694","Mortierella capitata",23,0.06
"695","Mortierella cogitans",9,0.03
"696","Mortierella elongatula",8,0.02
"697","Mortierella exigua",3,0.01
"698","Mortierella globalpina",4,0.01
"699","Mortierella multispora",71,0.2
"700","Mortierella NA",142,0.4
"701","Mortierella rishikesha",92,0.26
"702","Mortierella turficola",1,0
"703","Mortierella wolfii",1,0
"704","Mortierella yunnanensis",86,0.24
"705","Mucor aseptatophorus",9,0.03
"706","Mucor circinelloides",68,0.19
"707","Mucor fragilis",31,0.09
"708","Mucor hiemalis",29,0.08
"709","Mucor indicus",12,0.03
"710","Mucor irregularis",11,0.03
"711","Mucor lusitanicus",25,0.07
"712","Mucor minutus",11,0.03
"713","Mucor moelleri",9,0.03
"714","Mucor NA",20,0.06
"715","Mucor pernambucoensis",1,0
"716","Mucor racemosus",2,0.01
"717","Mucor takensis",14,0.04
"718","Murispora NA",1,0
"719","Myceliophthora fergusii",1,0
"720","Mycena haematopus",1,0
"721","Mycena rosea",17,0.05
